823842,1250,95
847379,1072,96.76
532796,1036,95.32
724149,1025,96.56
1174927,946,96.75
767046,939,99.52
1052579,924,94.86
893899,923,96.44
1217803,917,98.51
763657,916,95.91
429552,897,98.03
1009933,880,96.53
901050,871,95.63
450104,869,95.16
1055022,863,98.79
1254093,850,94.07
1245015,849,93.68
649616,847,93.24
785580,847,96.24
1054884,840,97.67
689769,824,99.3
774837,821,97.55
823842,1250,95
847379,1072,96.76
532796,1036,95.32
724149,1025,96.56
1174927,946,96.75
767046,939,99.52
1052579,924,94.86
893899,923,96.44
1217803,917,98.51
763657,916,95.91
429552,897,98.03
1009933,880,96.53
901050,871,95.63
450104,869,95.16
1055022,863,98.79
1254093,850,94.07
1245015,849,93.68
649616,847,93.24
785580,847,96.24
1054884,840,97.67
689769,824,99.3
774837,821,97.55
1023071,971,91.7
767046,918,98.41
847379,905,92.88
1217803,859,96.41
724149,833,92.09
429552,818,95.72
1009933,816,93.52
689769,800,98.32
1087088,787,95.43
893899,779,93.77
532796,771,91.7
532796,1081,96.44
763657,904,95.74
649616,890,93.7
1038662,848,94.76
1055022,835,97.47
450104,825,93.81
774837,821,97.51
1052579,819,92.36
464291,772,97.25
350094,757,95.04
803703,743,98.21
735806,742,99.02
1095862,734,99.46
259067,720,93.07
429550,718,99.42
711786,703,97.4
798208,667,99.03
484669,666,97.97
494822,659,95.94
421064,654,99.44
665659,652,97.34
999714,651,99.44
361052,645,97.95
1042788,633,99.38
736931,628,99.84
725224,620,99.07
725897,606,99.34
770372,604,99.02
752775,603,98.5
767046,911,97.97
1009933,816,93.8
689769,814,98.79
532796,813,90.96
975667,663,99.18
830047,661,97.99
798208,657,98.18
996296,638,96.02
784054,623,99.13
431260,616,98.02
646319,609,93.72
372448,605,98.93
1087294,583,99.32
1175036,581,97.91
725897,576,97.7
520330,573,97.21
829747,568,95.68
577429,564,99.52
834370,553,99.42
865372,543,98.31
992512,1325,92.73
1023071,1190,93.22
823842,1026,92.48
724149,933,94.64
767046,932,99.09
847379,918,93.77
1217803,915,98.6
1174927,904,94.93
1009933,892,97.34
532796,883,92.99
789784,880,92.53
1055022,837,97.83
1054884,831,97.64
450104,826,94.4
1087088,809,94.88
429552,778,95.42
689769,770,96.88
1052579,731,92.44
901050,716,91.85
1262289,706,93.72
1294900,682,91.96
464291,675,94.02
429550,670,96.68
767046,900,97.34
450104,721,91.65
1009933,688,92.09
1263100,628,97.97
753769,550,96.22
767046,867,96.83
450104,660,91.39
767046,917,98.38
450104,802,92.91
689769,796,98.17
724149,738,90.55
464291,716,94.58
847379,692,88.59
429552,679,93.05
724149,925,93.41
1217803,862,95.78
429552,831,95.49
450104,818,94.12
847379,806,91.97
689769,805,98.38
871129,731,97.04
1052579,728,91.28
464291,711,94.37
429550,699,98.6
767046,843,94.74
767046,872,96.76
689769,759,96.18
1217803,713,93.04
450104,695,91.46
1009933,611,90.73
767046,841,95.73
689769,729,95.26
91913,653,97.27
767046,902,97.43
689769,769,96.95
1023071,633,88.34
689769,723,94.57
767046,826,94.84
689769,736,95.7
152561,620,94.3
103281,593,96.59
374405,491,95.8
767046,873,96.52
830047,600,95.68
767046,882,96.56
689769,784,97.29
91913,657,97.34
1217803,653,91.19
767046,917,98.31
1217803,797,93.7
429550,668,96.61
767046,899,97.45
689769,769,96.93
1217803,723,92.96
91913,671,98.18
975667,659,99.12
830047,644,97.16
767046,802,95.01
834266,591,91.56
973399,487,90.31
767046,928,98.95
1217803,888,97
1009933,850,95.17
450104,823,93.87
689769,778,96.82
429552,771,94.94
464291,741,95.86
532796,728,90.25
429550,691,98.5
871129,677,95.77
774837,672,93.24
975667,663,99.29
830047,654,97.98
996296,626,97.05
1047286,622,97.14
798208,618,96.69
1101044,565,99.52
1087294,562,98.24
577429,554,99.02
1033166,543,98.27
985879,533,99.1
767046,904,98.04
1054884,594,91.43
429552,538,91
834370,472,94.66
1048296,438,95.87
511075,413,95.15
901049,400,92.27
1074591,392,96.77
767046,900,97.61
1217803,837,95.76
689769,781,97.09
847379,699,90.05
464291,678,93.01
834266,676,93.36
871129,655,94.83
830047,646,97.16
91913,642,96.97
1171715,625,93.44
767311,622,97.42
1052579,616,90.15
767046,829,95.58
689769,727,94.92
689769,738,95.96
767046,923,98.52
834266,740,94.43
1055022,731,92.26
646319,697,96.4
1118574,667,94.26
996296,644,96.49
999714,630,98.63
1017572,630,94.31
1047286,629,96.97
767311,621,96.2
963330,609,99.56
784054,602,97.65
832915,595,95.81
1128957,586,96.98
770372,585,97.56
895083,578,97.18
1087294,576,98.74
1017266,570,98.14
1101044,567,99.67
1042788,563,95.79
963330,552,96.2
1242032,548,91.35
985879,516,97.71
1087088,515,91.5
770372,456,89.37
1168656,423,91.7
1113894,362,92.73
979071,347,93.16
1023071,1098,92.94
847379,1078,97.2
532796,1013,94.84
724149,987,96.42
789784,986,92.97
1216881,966,93.06
767046,929,99.14
1052579,918,94.94
1217803,905,97.87
763657,896,95.44
1009933,870,96.14
429552,856,97.16
1055022,843,97.63
450104,841,95.1
1174927,827,94.45
