
50,67,81,737243


152,201,231,320008


25,35,46,326715


13,19,27,737486


0,0,0,752599


4,7,14,754019


43,59,74,737488


10,14,21,740052


3,5,10,740050


30,41,51,740051


233,307,350,741749


6,9,15,322455


11,16,23,320734


28,38,49,321388


105,140,163,320237


0,0,0,761407


11,16,24,746861


37,50,62,745982


155,205,236,783759


3,6,11,746676


6,9,14,393433


4,7,13,752600


100,132,154,758548


10,14,21,753996


20,28,37,395390


37,50,62,753328


127,169,196,320196


97,129,152,414236


35,48,60,323079


10,16,24,320812


24,34,43,1207646


59,79,95,769267


172,227,261,769275


0,0,0,768273


58,78,94,1003875


4,7,13,331684


17,25,34,334306


54,73,89,344760


0,0,0,771275


52,70,84,771274


12,17,24,771276


89,119,139,1003876


30,41,52,1004592


3,5,10,365899


287,377,429,773126


6,10,17,1004594


17,25,33,1004593


6,9,15,461502


58,77,92,395779


34,47,58,1127974


5,7,13,1128019


6,10,16,795440


23,33,42,793913


78,104,122,793338


204,270,308,782904


13,18,26,1127975


23,32,41,336588


7,10,16,336421


26,35,46,396006


0,0,0,395949


74,99,117,786381


10,15,21,786384


40,54,67,365900


243,320,365,829262


112,149,173,786383


41,55,67,786380


24,33,43,787134


6,10,16,787135


13,18,23,279133


188,247,280,279134


104,138,161,399491


0,0,0,801423


76,101,119,796849


337,443,502,794499


15,22,30,801856


163,215,247,795406


90,119,140,1207645


108,144,167,796718


11,16,23,794795


38,52,64,1018233


232,306,349,399215


34,46,58,399686


37,51,63,326064


381,501,567,323070


7,11,18,362515


89,119,140,357978


10,15,22,399504


9,13,20,1207647


39,53,65,800627


11,17,23,800628


116,153,178,799473


169,224,257,1022275


298,393,448,1017155


5,8,13,1021066


15,22,30,1023162


62,83,99,1028777


29,39,49,324184


0,0,0,323956


4,7,12,819893


9,13,20,819889


182,241,276,819891


90,120,140,849280


0,0,0,856278


310,409,464,819892


262,344,392,338759


58,78,94,344242


13,19,28,829080


67,90,108,829079


208,274,313,365902


140,185,213,829745


9,14,20,829743


49,66,79,914145


88,117,137,365901


421,554,626,830448


148,196,225,326507


39,53,65,326508


8,12,18,326506


68,91,108,326505


50,68,82,830567


12,17,24,830568


671,880,990,831204


0,0,0,831953


8,12,19,831954


92,122,142,832989


393,516,584,831951


0,0,0,831952


3,6,10,856252


7,11,18,370742


27,38,50,407899


51,69,84,836183


10,15,23,856052


23,33,44,836182


47,64,79,401791


13,19,27,427605


81,108,127,326929


20,28,36,346453


34,47,59,330733


7,11,17,350006


54,73,89,838830


0,0,0,838831


26,36,47,838829


98,131,154,843076


5,8,14,841214


14,20,28,841217


0,0,0,841215


106,142,165,841216


48,65,79,889963


15,21,28,1122841


69,92,110,889962


3,6,11,892963


354,466,528,865899


4,7,12,331963


22,31,40,327857


87,117,138,326968


9,13,19,328438


340,448,507,923665


12,17,24,897241


38,52,63,897239


71,95,112,897240


5,8,13,403932


19,27,35,327891


40,54,66,327432


3,5,10,328941


10,15,21,328223


85,114,133,330391


92,122,142,328346


17,24,32,367645


34,47,58,403931


78,104,123,897119


7,10,16,898256


22,31,41,898255


9,13,19,367597


56,76,90,360634


26,36,46,375398


611,802,905,948777


7,11,17,918935


13,19,27,418658


30,41,51,918934


6,9,15,338092


0,0,0,332421


153,202,234,410954


23,32,41,338091


43,58,70,367646


61,82,98,416267


110,146,170,941148


268,353,403,938896


0,0,0,941614


6,10,16,941149


0,0,0,411008


11,16,23,414255


97,130,153,940615


7,11,17,275490


27,38,47,275488


57,77,91,410373


93,123,143,275489


31,43,54,342339


35,47,58,335039


121,160,186,941429


0,0,0,941428


79,106,124,413678


12,18,25,941430


173,228,263,941427


3,6,10,411562


17,24,33,970988


3,6,11,949608


414,544,615,946877


175,231,266,946876


61,82,98,949607


40,54,66,411563


16,22,29,950232


4,7,12,950230


47,64,76,950231


42,56,68,961242


39,53,65,335784


5,7,12,336186


7,11,16,411564


87,116,135,335446


10,15,22,336187


34,46,56,1053555


128,171,200,959271


52,69,81,1186001


7,11,16,1053554


6,10,17,291150


0,0,0,291149


0,0,0,350864


17,24,34,291151


102,137,161,350863


42,57,72,343149


0,0,0,412053


107,141,164,367647


114,151,175,1012679


270,356,405,973284


43,58,71,1015576


12,18,26,1012680


5,8,14,1012669


13,18,25,413217


35,47,58,412714


280,369,419,983833


5,8,12,415326


7,11,16,1002356


32,43,53,1002357


83,110,129,1002358


9,14,20,360800


109,144,168,364495


38,51,63,364496


217,286,326,412186


155,205,236,1083968


55,75,90,1083896


358,470,534,1083969


10,16,23,988408


85,113,133,412185


34,46,57,412183


15,21,28,412187


6,9,14,991856


30,41,51,991855


0,0,0,412184


0,0,0,424078


3,5,10,427823


14,20,28,1005552


0,0,0,1006236


302,398,452,1006238


186,245,281,1006237


12,18,26,1126759


4,7,13,1005551


46,62,76,1126760


7,10,16,424080


38,51,63,428255


5,9,14,1126755


90,120,141,1126761


3,6,12,339287


8,13,20,339288


11,16,25,1030863


35,48,61,1033252


93,124,146,1030861


22,31,39,413727


41,55,68,416013


6,9,16,351830


0,0,0,339653


24,34,45,339652


10,15,23,342328


6,10,16,413728


18,26,36,1037580


7,11,18,1037655


12,17,25,1041812


0,0,0,1041836


55,75,90,1041821


168,222,254,1044900


0,0,0,1044901


391,513,581,1044903


12,18,25,1052773


8,12,20,413959


4,6,11,1063559


200,263,300,1063562


261,343,390,1210523


0,0,0,1063560


189,250,287,416517


41,57,71,414170


12,18,25,1063563


77,103,121,1063561


0,0,0,1213027


16,24,34,426452


5,8,15,426448


48,65,77,1075668


11,16,22,1133512


172,228,262,426451


387,509,577,426449


56,75,92,426450


46,62,75,389995


22,31,40,389994


2,5,9,365275


7,11,18,389993


0,0,0,0


0,0,0,1130571


4,7,12,1130572


467,613,693,1130570


72,96,115,1130573


16,23,32,418138


5,9,14,1213606


5,9,14,418216


81,108,127,254481


4,6,11,419597


181,239,272,193131


0,0,0,367797


44,60,72,193130


9,14,20,193132


112,148,171,278050


34,46,58,278049


72,96,114,383850


10,14,21,278048


7,11,18,342044


256,337,384,196931


0,0,0,192345


3,5,8,361891


108,144,169,192564


15,21,30,342045


62,83,98,222331


10,15,22,222258


43,59,71,192492


191,252,287,204360


0,0,0,206062


4,6,12,204362


25,34,44,204359


55,73,88,204361


12,17,24,214127


22,30,39,217671


4,6,11,223375


139,183,211,217670


67,90,106,217675


217,286,327,1074472


4,7,13,423278


131,175,203,217377


14,21,30,218078


6,10,18,226195


18,26,36,217415


109,146,171,218060


34,47,61,217406


4,7,13,225860


54,72,86,428102


16,22,29,219361


176,232,265,219360


0,0,0,419504


77,102,120,219359


25,34,43,219358


40,54,65,233144


0,0,0,420168


195,258,295,220960


23,32,41,267373


7,11,17,267375


107,142,164,267374


6,9,15,271371


78,104,123,223266


0,0,0,343065


97,129,151,428862


8,13,19,370885


13,19,28,225501


186,246,283,225251


193,255,293,224688


0,0,0,367845


7,11,18,257528


216,285,325,257529


18,25,35,257526


52,70,85,257527


4,7,13,227377


24,35,49,241340


10,16,26,238020


12,18,27,298813


238,314,359,228210


103,138,162,298815


5,9,14,251741


16,23,32,250856


0,0,0,250315


181,239,273,230491


57,76,91,368048


9,14,21,230492


18,26,35,232354


67,90,107,232025


6,10,16,232356


76,102,121,233390


0,0,0,233388


4,8,14,234639


28,39,49,233389


8,12,17,235029


193,255,292,235028


48,64,78,235027


23,32,41,319884


0,0,0,319885


336,441,499,319886


0,0,0,1212100


7,12,20,235730


18,26,34,343813


11,16,23,448216


65,87,104,344008


45,60,73,351344


113,150,176,239841


0,0,0,241082


6,10,15,241121


108,144,168,1211776


79,105,123,255968


13,18,25,271725


117,156,180,266505


87,115,134,244555


6,10,16,244923


28,39,49,244597


16,22,29,246281


80,107,124,245873


43,58,70,246231


143,190,219,245086


16,23,30,262377


71,95,113,285394


40,54,66,261893


0,0,0,262691


257,339,387,259497


50,68,84,249408


16,23,33,257173


562,737,832,249346


0,0,0,344013


23,32,41,352020


44,59,72,364737


2,4,8,378615


0,0,0,372317


10,15,22,353615


100,132,154,361871


22,30,38,361870


8,12,18,252973


0,0,0,420908


4,6,11,253026


37,50,61,252946


166,219,252,258212


18,26,37,342238


0,0,0,272749


61,83,100,254329


34,47,59,484329


0,0,0,315070


13,18,26,314585


50,67,80,260189


15,21,29,256642


4,7,12,256644


0,0,0,256643


4,7,12,256924


32,43,54,256673


98,130,152,256674


9,14,21,256923


125,166,191,256726


34,47,58,257980


99,132,154,261515


93,123,144,257311


12,18,26,485578


8,12,18,257981


24,33,43,262959


139,183,211,257963


51,69,83,261970


8,12,18,262177


25,35,44,259258


8,11,17,259261


48,65,78,259260


19,27,37,263637


8,13,20,264594


82,109,129,263547


125,166,193,263105


7,12,19,351082


19,27,37,346833


13,19,28,370820


41,56,71,369292


3,5,10,350099


5,8,14,497629


11,16,24,351210


4,8,14,350260


19,27,37,350259


40,55,68,350258


9,13,19,297647


3,6,10,297842


142,187,215,299038


59,79,94,302629


6,10,16,357140


0,0,0,368650


151,199,229,351985


16,24,34,352618


9,13,21,357284


32,44,58,363562


6,9,15,355569


62,83,100,352664


56,76,90,355922


25,34,44,355527


6,9,15,353356


23,32,40,353482


34,46,58,356153


60,81,96,357271


0,0,0,354995


6,9,15,361040


58,77,93,356066


30,42,53,362472


27,37,46,359060


8,13,19,359062


76,102,119,359491


3,5,10,359059


134,178,204,359061


3,5,9,280138


26,36,46,280200


4,7,13,280139


32,44,57,361537


5,8,15,367028


86,115,137,359560


12,17,25,366247


28,39,49,362069


6,10,15,362448


63,85,101,361770


101,134,158,369698


11,16,23,361995


180,238,272,369028


38,51,63,361993


5,8,14,361992


154,204,235,361994


41,56,69,362877


79,106,126,362574


9,14,21,362878


101,134,157,368673


8,12,19,371803


23,32,42,366299


5,9,14,365123


33,45,56,364665


52,70,83,364664


7,11,16,1212851


23,31,39,1212853


38,51,63,1104765


145,192,221,1104764


91,121,141,1104762


4,7,12,1104763


57,76,90,1212852


0,0,0,1104766


9,14,22,426033


3,6,12,426031


36,50,64,426032


145,192,221,430351


10,15,22,430352


29,40,51,434557


57,77,92,293206


21,29,38,1116688


8,12,19,1117876


4,7,12,1117875


20,29,39,368538


8,13,21,385677


106,141,163,432518


9,14,20,433398


134,177,204,432517


18,26,34,433397


0,0,0,433193


13,19,28,433743


5,8,14,433130


40,55,69,433191


12,17,24,433959


32,44,55,433957


79,106,124,433958


5,8,14,1122859


74,98,117,1122861


382,502,569,1122860


200,264,302,1122862


15,22,31,1122863


8,12,18,434318


21,29,39,436366


79,106,126,440283


74,99,117,785236


130,173,200,1142511


14,20,27,434895


40,54,67,1125575


37,50,61,434577


68,91,108,436786


5,8,14,435979


8,13,19,1190408


19,26,34,299879


122,162,187,293691


7,11,17,294137


10,15,21,368835


4,7,12,437374


169,223,256,1128086


71,95,113,437109


15,21,29,437117


0,0,0,1128088


10,14,21,1128087


12,18,26,442125


5,8,14,445287


51,69,85,442124


34,47,60,445286


9,14,20,1126817


108,143,166,439127


0,0,0,439150


86,115,135,1126816


31,43,54,1126815


64,85,101,443986


7,10,16,441258


50,67,82,441803


125,166,193,524443


204,270,310,454176


9,14,21,439543


304,400,456,451993


89,118,138,368785


19,27,37,1143367


45,61,74,1143368


41,55,67,368827


8,12,19,441155


50,67,80,440843


161,213,244,440833


283,373,423,442103

